State,District,Level,Name,TRU,No_HH_Head,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,,,
08,119,DISTRICT,Ajmer,Total,12932,63482,32408,31074,10741,5536,5205,25861,17178,8683,37621,15230,22391,29084,16433,12651,21787,13638,8149,9291,5174,4117,4803,2397,2406,195,121,74,7498,5946,1552,7297,2795,4502,1605,504,1101,3193,1065,2128,92,42,50,2407,1184,1223,6152,2374,3778,1288,392,896,2746,933,1813,74,31,43,2044,1018,1026,1145,421,724,317,112,205,447,132,315,18,11,7,363,166,197,34398,15975,18423,,,,,
08,119,DISTRICT,Ajmer,Rural,9952,48564,24632,23932,8928,4568,4360,16006,11450,4556,32558,13182,19376,24465,12750,11715,17733,10288,7445,9112,5032,4080,4725,2349,2376,108,59,49,3788,2848,940,6732,2462,4270,1504,503,1001,3177,1059,2118,75,32,43,1976,868,1108,5640,2081,3559,1187,391,796,2730,927,1803,59,23,36,1664,740,924,1092,381,711,317,112,205,447,132,315,16,9,7,312,128,184,24099,11882,12217,,,,,
08,119,DISTRICT,Ajmer,Urban,2980,14918,7776,7142,1813,968,845,9855,5728,4127,5063,2048,3015,4619,3683,936,4054,3350,704,179,142,37,78,48,30,87,62,25,3710,3098,612,565,333,232,101,1,100,16,6,10,17,10,7,431,316,115,512,293,219,101,1,100,16,6,10,15,8,7,380,278,102,53,40,13,0,0,0,0,0,0,2,2,0,51,38,13,10299,4093,6206,,,,,
08,120,DISTRICT,Tonk,Total,35638,178207,92677,85530,27297,14571,12726,84182,58252,25930,94025,34425,59600,89127,45531,43596,65997,38553,27444,51771,29211,22560,5684,2580,3104,419,209,210,8123,6553,1570,23130,6978,16152,12123,3448,8675,7510,2012,5498,201,73,128,3296,1445,1851,18413,5149,13264,9611,2294,7317,6255,1679,4576,145,51,94,2402,1125,1277,4717,1829,2888,2512,1154,1358,1255,333,922,56,22,34,894,320,574,89080,47146,41934,,,,,
08,120,DISTRICT,Tonk,Rural,34813,173948,90447,83501,26792,14298,12494,81200,56472,24728,92748,33975,58773,88005,44593,43412,65003,37688,27315,51650,29097,22553,5643,2552,3091,407,201,206,7303,5838,1465,23002,6905,16097,12113,3445,8668,7493,2009,5484,201,73,128,3195,1378,1817,18304,5086,13218,9601,2291,7310,6239,1676,4563,145,51,94,2319,1068,1251,4698,1819,2879,2512,1154,1358,1254,333,921,56,22,34,876,310,566,85943,45854,40089,,,,,
08,120,DISTRICT,Tonk,Urban,825,4259,2230,2029,505,273,232,2982,1780,1202,1277,450,827,1122,938,184,994,865,129,121,114,7,41,28,13,12,8,4,820,715,105,128,73,55,10,3,7,17,3,14,0,0,0,101,67,34,109,63,46,10,3,7,16,3,13,0,0,0,83,57,26,19,10,9,0,0,0,1,0,1,0,0,0,18,10,8,3137,1292,1845,,,,,
08,121,DISTRICT,Bundi,Total,47017,228549,119454,109095,34899,18452,16447,107478,72403,35075,121071,47051,74020,118283,64868,53415,79233,53391,25842,56526,37929,18597,9309,5153,4156,414,228,186,12984,10081,2903,39050,11477,27573,19122,5468,13654,14506,3730,10776,534,199,335,4888,2080,2808,29906,8136,21770,14277,3379,10898,12114,3137,8977,333,110,223,3182,1510,1672,9144,3341,5803,4845,2089,2756,2392,593,1799,201,89,112,1706,570,1136,110266,54586,55680,,,,,
08,121,DISTRICT,Bundi,Rural,44561,217005,113315,103690,33225,17551,15674,101146,68356,32790,115859,44959,70900,114076,61930,52146,76028,50805,25223,55799,37263,18536,9027,5008,4019,401,220,181,10801,8314,2487,38048,11125,26923,19060,5442,13618,14115,3658,10457,526,195,331,4347,1830,2517,29030,7841,21189,14220,3354,10866,11754,3073,8681,327,106,221,2729,1308,1421,9018,3284,5734,4840,2088,2752,2361,585,1776,199,89,110,1618,522,1096,102929,51385,51544,,,,,
08,121,DISTRICT,Bundi,Urban,2456,11544,6139,5405,1674,901,773,6332,4047,2285,5212,2092,3120,4207,2938,1269,3205,2586,619,727,666,61,282,145,137,13,8,5,2183,1767,416,1002,352,650,62,26,36,391,72,319,8,4,4,541,250,291,876,295,581,57,25,32,360,64,296,6,4,2,453,202,251,126,57,69,5,1,4,31,8,23,2,0,2,88,48,40,7337,3201,4136,,,,,
08,122,DISTRICT,Bhilwara,Total,50623,229273,117026,112247,40942,21321,19621,82048,55727,26321,147225,61299,85926,119314,63195,56119,84842,50969,33873,51945,29541,22404,14176,7148,7028,501,312,189,18220,13968,4252,34472,12226,22246,11272,3752,7520,14463,4777,9686,587,239,348,8150,3458,4692,28972,10341,18631,9927,3217,6710,12243,4040,8203,401,169,232,6401,2915,3486,5500,1885,3615,1345,535,810,2220,737,1483,186,70,116,1749,543,1206,109959,53831,56128,,,,,
08,122,DISTRICT,Bhilwara,Rural,47453,214584,109340,105244,38579,20062,18517,75064,51199,23865,139520,58141,81379,113318,59271,54047,80378,47640,32738,50576,28609,21967,13806,6912,6894,453,281,172,15543,11838,3705,32940,11631,21309,11145,3669,7476,13700,4612,9088,503,194,309,7592,3156,4436,27721,9806,17915,9827,3144,6683,11645,3894,7751,324,127,197,5925,2641,3284,5219,1825,3394,1318,525,793,2055,718,1337,179,67,112,1667,515,1152,101266,50069,51197,,,,,
08,122,DISTRICT,Bhilwara,Urban,3170,14689,7686,7003,2363,1259,1104,6984,4528,2456,7705,3158,4547,5996,3924,2072,4464,3329,1135,1369,932,437,370,236,134,48,31,17,2677,2130,547,1532,595,937,127,83,44,763,165,598,84,45,39,558,302,256,1251,535,716,100,73,27,598,146,452,77,42,35,476,274,202,281,60,221,27,10,17,165,19,146,7,3,4,82,28,54,8693,3762,4931,,,,,
08,123,DISTRICT,Rajsamand,Total,33940,160809,81173,79636,32382,16673,15709,53977,37263,16714,106832,43910,62922,80869,44461,36408,48127,33062,15065,15526,9822,5704,10712,5904,4808,399,233,166,21490,17103,4387,32742,11399,21343,7325,2255,5070,13669,4142,9527,496,110,386,11252,4892,6360,26520,9626,16894,5786,1813,3973,11665,3626,8039,326,76,250,8743,4111,4632,6222,1773,4449,1539,442,1097,2004,516,1488,170,34,136,2509,781,1728,79940,36712,43228,,,,,
08,123,DISTRICT,Rajsamand,Rural,31811,149991,75628,74363,30441,15659,14782,49019,34055,14964,100972,41573,59399,76561,41605,34956,44939,30683,14256,15367,9745,5622,10461,5772,4689,384,228,156,18727,14938,3789,31622,10922,20700,7265,2243,5022,13340,4068,9272,458,93,365,10559,4518,6041,25597,9253,16344,5732,1802,3930,11373,3562,7811,306,68,238,8186,3821,4365,6025,1669,4356,1533,441,1092,1967,506,1461,152,25,127,2373,697,1676,73430,34023,39407,,,,,
08,123,DISTRICT,Rajsamand,Urban,2129,10818,5545,5273,1941,1014,927,4958,3208,1750,5860,2337,3523,4308,2856,1452,3188,2379,809,159,77,82,251,132,119,15,5,10,2763,2165,598,1120,477,643,60,12,48,329,74,255,38,17,21,693,374,319,923,373,550,54,11,43,292,64,228,20,8,12,557,290,267,197,104,93,6,1,5,37,10,27,18,9,9,136,84,52,6510,2689,3821,,,,,
08,124,DISTRICT,Dungarpur,Total,192658,983437,491631,491806,191194,98219,92975,422083,263922,158161,561354,227709,333645,461019,238706,222313,126519,97848,28671,77488,65028,12460,18430,9105,9325,671,462,209,29930,23253,6677,334500,140858,193642,96628,58790,37838,134459,44108,90351,3571,1255,2316,99842,36705,63137,227229,105464,121765,73883,47539,26344,91790,31773,60017,2296,899,1397,59260,25253,34007,107271,35394,71877,22745,11251,11494,42669,12335,30334,1275,356,919,40582,11452,29130,522418,252925,269493,,,,,
08,124,DISTRICT,Dungarpur,Rural,189494,967086,483335,483751,188595,96859,91736,412692,258368,154324,554394,224967,329427,455126,234916,220210,122556,94863,27693,77178,64820,12358,18267,9038,9229,663,456,207,26448,20549,5899,332570,140053,192517,96463,58680,37783,133990,44014,89976,3556,1248,2308,98561,36111,62450,225601,104783,120818,73769,47459,26310,91375,31696,59679,2283,893,1390,58174,24735,33439,106969,35270,71699,22694,11221,11473,42615,12318,30297,1273,355,918,40387,11376,29011,511960,248419,263541,,,,,
08,124,DISTRICT,Dungarpur,Urban,3164,16351,8296,8055,2599,1360,1239,9391,5554,3837,6960,2742,4218,5893,3790,2103,3963,2985,978,310,208,102,163,67,96,8,6,2,3482,2704,778,1930,805,1125,165,110,55,469,94,375,15,7,8,1281,594,687,1628,681,947,114,80,34,415,77,338,13,6,7,1086,518,568,302,124,178,51,30,21,54,17,37,2,1,1,195,76,119,10458,4506,5952,,,,,
08,125,DISTRICT,Banswara,Total,276926,1372999,690476,682523,268970,138173,130797,551912,352399,199513,821087,338077,483010,721783,363460,358323,411157,262967,148190,325690,216954,108736,48407,18320,30087,1552,668,884,35508,27025,8483,310626,100493,210133,153734,52229,101505,121889,33397,88492,3211,1051,2160,31792,13816,17976,242041,75150,166891,119455,37819,81636,98176,25994,72182,2070,669,1401,22340,10668,11672,68585,25343,43242,34279,14410,19869,23713,7403,16310,1141,382,759,9452,3148,6304,651216,327016,324200,,,,,
08,125,DISTRICT,Banswara,Rural,273836,1358208,683104,675104,266678,136991,129687,543480,347466,196014,814728,335638,479090,716323,359913,356410,407420,260182,147238,325197,216599,108598,48130,18110,30020,1521,648,873,32572,24825,7747,308903,99731,209172,153404,52102,101302,121416,33250,88166,3127,1028,2099,30956,13351,17605,240584,74500,166084,119192,37734,81458,97779,25869,71910,1989,647,1342,21624,10250,11374,68319,25231,43088,34212,14368,19844,23637,7381,16256,1138,381,757,9332,3101,6231,641885,323191,318694,,,,,
08,125,DISTRICT,Banswara,Urban,3090,14791,7372,7419,2292,1182,1110,8432,4933,3499,6359,2439,3920,5460,3547,1913,3737,2785,952,493,355,138,277,210,67,31,20,11,2936,2200,736,1723,762,961,330,127,203,473,147,326,84,23,61,836,465,371,1457,650,807,263,85,178,397,125,272,81,22,59,716,418,298,266,112,154,67,42,25,76,22,54,3,1,2,120,47,73,9331,3825,5506,,,,,
08,126,DISTRICT,Chittaurgarh,Total,44629,201546,101893,99653,36794,18941,17853,64566,43986,20580,136980,57907,79073,114500,59303,55197,88248,50510,37738,52869,30258,22611,24544,12046,12498,243,136,107,10592,8070,2522,26252,8793,17459,7316,1990,5326,14572,4676,9896,211,85,126,4153,2042,2111,22766,7537,15229,6318,1634,4684,13020,4131,8889,165,73,92,3263,1699,1564,3486,1256,2230,998,356,642,1552,545,1007,46,12,34,890,343,547,87046,42590,44456,,,,,
08,126,DISTRICT,Chittaurgarh,Rural,42535,192752,97253,95499,35367,18177,17190,60139,41226,18913,132613,56027,76586,110727,56752,53975,85223,48321,36902,52546,30052,22494,24217,11896,12321,227,128,99,8233,6245,1988,25504,8431,17073,7280,1983,5297,14352,4612,9740,187,70,117,3685,1766,1919,22124,7217,14907,6286,1629,4657,12814,4069,8745,142,58,84,2882,1461,1421,3380,1214,2166,994,354,640,1538,543,995,45,12,33,803,305,498,82025,40501,41524,,,,,
08,126,DISTRICT,Chittaurgarh,Urban,2094,8794,4640,4154,1427,764,663,4427,2760,1667,4367,1880,2487,3773,2551,1222,3025,2189,836,323,206,117,327,150,177,16,8,8,2359,1825,534,748,362,386,36,7,29,220,64,156,24,15,9,468,276,192,642,320,322,32,5,27,206,62,144,23,15,8,381,238,143,106,42,64,4,2,2,14,2,12,1,0,1,87,38,49,5021,2089,2932,,,,,
08,127,DISTRICT,Kota,Total,37034,183816,96428,87388,26500,13889,12611,105547,66080,39467,78269,30348,47921,78466,49528,28938,53789,41879,11910,24026,19453,4573,7906,4756,3150,356,247,109,21501,17423,4078,24677,7649,17028,6655,1633,5022,11773,2997,8776,392,149,243,5857,2870,2987,19458,6104,13354,4657,1077,3580,9790,2503,7287,272,115,157,4739,2409,2330,5219,1545,3674,1998,556,1442,1983,494,1489,120,34,86,1118,461,657,105350,46900,58450,,,,,
08,127,DISTRICT,Kota,Rural,24769,126725,65673,61052,18178,9502,8676,73287,45973,27314,53438,19700,33738,59121,34964,24157,37773,29028,8745,23017,18634,4383,6972,4148,2824,158,114,44,7626,6132,1494,21348,5936,15412,6531,1586,4945,11022,2758,8264,262,107,155,3533,1485,2048,16494,4542,11952,4549,1033,3516,9131,2276,6855,174,86,88,2640,1147,1493,4854,1394,3460,1982,553,1429,1891,482,1409,88,21,67,893,338,555,67604,30709,36895,,,,,
08,127,DISTRICT,Kota,Urban,12265,57091,30755,26336,8322,4387,3935,32260,20107,12153,24831,10648,14183,19345,14564,4781,16016,12851,3165,1009,819,190,934,608,326,198,133,65,13875,11291,2584,3329,1713,1616,124,47,77,751,239,512,130,42,88,2324,1385,939,2964,1562,1402,108,44,64,659,227,432,98,29,69,2099,1262,837,365,151,214,16,3,13,92,12,80,32,13,19,225,123,102,37746,16191,21555,,,,,
08,128,DISTRICT,Baran,Total,55624,276857,143094,133763,47152,24704,22448,133315,86259,47056,143542,56835,86707,135024,73139,61885,80923,55645,25278,47810,34478,13332,24673,14682,9991,338,233,105,8102,6252,1850,54101,17494,36607,11473,2970,8503,34769,11326,23443,761,190,571,7098,3008,4090,45249,14890,30359,9392,2287,7105,29771,9984,19787,549,127,422,5537,2492,3045,8852,2604,6248,2081,683,1398,4998,1342,3656,212,63,149,1561,516,1045,141833,69955,71878,,,,,
08,128,DISTRICT,Baran,Rural,53042,264327,136520,127807,45343,23715,21628,126099,81868,44231,138228,54652,83576,131017,70153,60864,77721,53023,24698,47235,33991,13244,24266,14403,9863,312,213,99,5908,4416,1492,53296,17130,36166,11383,2929,8454,34488,11250,23238,746,184,562,6679,2767,3912,44609,14581,30028,9341,2260,7081,29545,9916,19629,537,122,415,5186,2283,2903,8687,2549,6138,2042,669,1373,4943,1334,3609,209,62,147,1493,484,1009,133310,66367,66943,,,,,
08,128,DISTRICT,Baran,Urban,2582,12530,6574,5956,1809,989,820,7216,4391,2825,5314,2183,3131,4007,2986,1021,3202,2622,580,575,487,88,407,279,128,26,20,6,2194,1836,358,805,364,441,90,41,49,281,76,205,15,6,9,419,241,178,640,309,331,51,27,24,226,68,158,12,5,7,351,209,142,165,55,110,39,14,25,55,8,47,3,1,2,68,32,36,8523,3588,4935,,,,,
08,129,DISTRICT,Jhalawar,Total,37011,182229,94185,88044,29804,15616,14188,83292,55308,27984,98937,38877,60060,94625,50430,44195,63578,41166,22412,40635,27204,13431,14427,7072,7355,210,137,73,8306,6753,1553,31047,9264,21783,11999,3100,8899,15910,4518,11392,311,95,216,2827,1551,1276,25594,7295,18299,9230,2119,7111,13909,3838,10071,224,67,157,2231,1271,960,5453,1969,3484,2769,981,1788,2001,680,1321,87,28,59,596,280,316,87604,43755,43849,,,,,
08,129,DISTRICT,Jhalawar,Rural,34876,171828,88680,83148,28229,14777,13452,76978,51394,25584,94850,37286,57564,91215,47861,43354,60794,38918,21876,40345,26975,13370,14226,6940,7286,170,106,64,6053,4897,1156,30421,8943,21478,11948,3086,8862,15745,4453,11292,299,93,206,2429,1311,1118,25052,7009,18043,9193,2108,7085,13772,3791,9981,215,65,150,1872,1045,827,5369,1934,3435,2755,978,1777,1973,662,1311,84,28,56,557,266,291,80613,40819,39794,,,,,
08,129,DISTRICT,Jhalawar,Urban,2135,10401,5505,4896,1575,839,736,6314,3914,2400,4087,1591,2496,3410,2569,841,2784,2248,536,290,229,61,201,132,69,40,31,9,2253,1856,397,626,321,305,51,14,37,165,65,100,12,2,10,398,240,158,542,286,256,37,11,26,137,47,90,9,2,7,359,226,133,84,35,49,14,3,11,28,18,10,3,0,3,39,14,25,6991,2936,4055,,,,,
08,130,DISTRICT,Udaipur,Total,298200,1525289,773213,752076,314943,161428,153515,567142,374294,192848,958147,398919,559228,720835,397318,323517,348826,249365,99461,196287,143289,52998,61084,31239,29845,2454,1460,994,89001,73377,15624,372009,147953,224056,135198,56921,78277,162297,53336,108961,4451,1578,2873,70063,36118,33945,286710,118970,167740,108422,46625,61797,127692,42998,84694,2896,1112,1784,47700,28235,19465,85299,28983,56316,26776,10296,16480,34605,10338,24267,1555,466,1089,22363,7883,14480,804454,375895,428559,,,,,
08,130,DISTRICT,Udaipur,Rural,289453,1483035,751109,731926,308833,158194,150639,543396,359575,183821,939639,391534,548105,704958,386053,318905,335778,239475,96303,195349,142643,52706,59812,30366,29446,2248,1322,926,78369,65144,13225,369180,146578,222602,135050,56857,78193,161442,53103,108339,4375,1532,2843,68313,35086,33227,284263,117751,166512,108291,46569,61722,126940,42791,84149,2837,1078,1759,46195,27313,18882,84917,28827,56090,26759,10288,16471,34502,10312,24190,1538,454,1084,22118,7773,14345,778077,365056,413021,,,,,
08,130,DISTRICT,Udaipur,Urban,8747,42254,22104,20150,6110,3234,2876,23746,14719,9027,18508,7385,11123,15877,11265,4612,13048,9890,3158,938,646,292,1272,873,399,206,138,68,10632,8233,2399,2829,1375,1454,148,64,84,855,233,622,76,46,30,1750,1032,718,2447,1219,1228,131,56,75,752,207,545,59,34,25,1505,922,583,382,156,226,17,8,9,103,26,77,17,12,5,245,110,135,26377,10839,15538,,,,,
08,131,DISTRICT,Pratapgarh,Total,112841,550427,276742,273685,108664,55958,52706,197332,128827,68505,353095,147915,205180,310738,154587,156151,202150,121385,80765,164407,101645,62762,23093,9650,13443,299,184,115,14351,9906,4445,108588,33202,75386,49835,13554,36281,39524,12791,26733,765,274,491,18464,6583,11881,86012,23565,62447,40424,9104,31320,29825,8850,20975,517,158,359,15246,5453,9793,22576,9637,12939,9411,4450,4961,9699,3941,5758,248,116,132,3218,1130,2088,239689,122155,117534,,,,,
08,131,DISTRICT,Pratapgarh,Rural,111751,545422,274133,271289,107824,55515,52309,194649,127164,67485,350773,146969,203804,308728,153296,155432,200493,120226,80267,164112,101456,62656,22680,9438,13242,283,176,107,13418,9156,4262,108235,33070,75165,49780,13537,36243,39389,12760,26629,761,272,489,18305,6501,11804,85698,23444,62254,40376,9089,31287,29710,8822,20888,513,156,357,15099,5377,9722,22537,9626,12911,9404,4448,4956,9679,3938,5741,248,116,132,3206,1124,2082,236694,120837,115857,,,,,
08,131,DISTRICT,Pratapgarh,Urban,1090,5005,2609,2396,840,443,397,2683,1663,1020,2322,946,1376,2010,1291,719,1657,1159,498,295,189,106,413,212,201,16,8,8,933,750,183,353,132,221,55,17,38,135,31,104,4,2,2,159,82,77,314,121,193,48,15,33,115,28,87,4,2,2,147,76,71,39,11,28,7,2,5,20,3,17,0,0,0,12,6,6,2995,1318,1677,,,,,
09,000,State,UTTAR PRADESH,Total,187688,1134273,581083,553190,206546,106251,100295,516553,318528,198025,617720,262555,355165,419652,270311,149341,212477,156321,56156,57036,44829,12207,84760,56712,28048,7415,4634,2781,63266,50146,13120,207175,113990,93185,22981,12163,10818,131327,69404,61923,9814,4889,4925,43053,27534,15519,160352,90583,69769,17763,9732,8031,102116,55483,46633,6951,3525,3426,33522,21843,11679,46823,23407,23416,5218,2431,2787,29211,13921,15290,2863,1364,1499,9531,5691,3840,714621,310772,403849,,,,,
09,000,State,UTTAR PRADESH,Rural,169891,1031076,526315,504761,192207,98826,93381,457048,283110,173938,574028,243205,330823,386770,244345,142425,189705,137285,52420,56485,44355,12130,82459,54830,27629,5971,3614,2357,44790,34486,10304,197065,107060,90005,22728,11966,10762,129245,67959,61286,8979,4440,4539,36113,22695,13418,151906,84825,67081,17523,9540,7983,100582,54384,46198,6259,3152,3107,27542,17749,9793,45159,22235,22924,5205,2426,2779,28663,13575,15088,2720,1288,1432,8571,4946,3625,644306,281970,362336,,,,,
09,000,State,UTTAR PRADESH,Urban,17797,103197,54768,48429,14339,7425,6914,59505,35418,24087,43692,19350,24342,32882,25966,6916,22772,19036,3736,551,474,77,2301,1882,419,1444,1020,424,18476,15660,2816,10110,6930,3180,253,197,56,2082,1445,637,835,449,386,6940,4839,2101,8446,5758,2688,240,192,48,1534,1099,435,692,373,319,5980,4094,1886,1664,1172,492,13,5,8,548,346,202,143,76,67,960,745,215,70315,28802,41513,,,,,
09,132,DISTRICT,Saharanpur,Total,189,980,517,463,192,105,87,379,227,152,601,290,311,462,275,187,359,220,139,7,7,0,4,3,1,233,107,126,115,103,12,103,55,48,0,0,0,3,3,0,63,29,34,37,23,14,97,51,46,0,0,0,3,3,0,63,29,34,31,19,12,6,4,2,0,0,0,0,0,0,0,0,0,6,4,2,518,242,276,,,,,
09,132,DISTRICT,Saharanpur,Rural,36,148,74,74,19,12,7,88,47,41,60,27,33,39,33,6,28,25,3,7,7,0,4,3,1,0,0,0,17,15,2,11,8,3,0,0,0,3,3,0,0,0,0,8,5,3,6,5,1,0,0,0,3,3,0,0,0,0,3,2,1,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,109,41,68,,,,,
09,132,DISTRICT,Saharanpur,Urban,153,832,443,389,173,93,80,291,180,111,541,263,278,423,242,181,331,195,136,0,0,0,0,0,0,233,107,126,98,88,10,92,47,45,0,0,0,0,0,0,63,29,34,29,18,11,91,46,45,0,0,0,0,0,0,63,29,34,28,17,11,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,409,201,208,,,,,
09,133,DISTRICT,Muzaffarnagar,Total,56,317,176,141,54,29,25,157,100,57,160,76,84,117,94,23,96,76,20,16,15,1,20,17,3,2,1,1,58,43,15,21,18,3,0,0,0,12,11,1,3,3,0,6,4,2,21,18,3,0,0,0,12,11,1,3,3,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,82,118,,,,,
09,133,DISTRICT,Muzaffarnagar,Rural,46,248,136,112,43,24,19,121,74,47,127,62,65,98,77,21,82,62,20,16,15,1,18,15,3,1,0,1,47,32,15,16,15,1,0,0,0,12,11,1,3,3,0,1,1,0,16,15,1,0,0,0,12,11,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,59,91,,,,,
09,133,DISTRICT,Muzaffarnagar,Urban,10,69,40,29,11,5,6,36,26,10,33,14,19,19,17,2,14,14,0,0,0,0,2,2,0,1,1,0,11,11,0,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,27,,,,,
09,134,DISTRICT,Bijnor,Total,527,3058,1588,1470,462,222,240,1353,847,506,1705,741,964,1248,806,442,569,493,76,82,77,5,353,307,46,14,11,3,120,98,22,679,313,366,23,9,14,504,273,231,49,9,40,103,22,81,622,289,333,22,9,13,449,249,200,49,9,40,102,22,80,57,24,33,1,0,1,55,24,31,0,0,0,1,0,1,1810,782,1028,,,,,
09,134,DISTRICT,Bijnor,Rural,511,2974,1549,1425,454,219,235,1298,821,477,1676,728,948,1214,781,433,537,469,68,82,77,5,353,307,46,14,11,3,88,74,14,677,312,365,22,8,14,504,273,231,49,9,40,102,22,80,620,288,332,21,8,13,449,249,200,49,9,40,101,22,79,57,24,33,1,0,1,55,24,31,0,0,0,1,0,1,1760,768,992,,,,,
09,134,DISTRICT,Bijnor,Urban,16,84,39,45,8,3,5,55,26,29,29,13,16,34,25,9,32,24,8,0,0,0,0,0,0,0,0,0,32,24,8,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,14,36,,,,,
09,135,DISTRICT,Moradabad,Total,129,685,377,308,77,41,36,462,278,184,223,99,124,196,167,29,160,140,20,6,6,0,8,6,2,9,8,1,137,120,17,36,27,9,0,0,0,11,11,0,1,1,0,24,15,9,26,19,7,0,0,0,9,9,0,0,0,0,17,10,7,10,8,2,0,0,0,2,2,0,1,1,0,7,5,2,489,210,279,,,,,
09,135,DISTRICT,Moradabad,Rural,24,171,99,72,20,14,6,77,58,19,94,41,53,42,37,5,20,18,2,4,4,0,3,2,1,2,2,0,11,10,1,22,19,3,0,0,0,11,11,0,1,1,0,10,7,3,13,11,2,0,0,0,9,9,0,0,0,0,4,2,2,9,8,1,0,0,0,2,2,0,1,1,0,6,5,1,129,62,67,,,,,
09,135,DISTRICT,Moradabad,Urban,105,514,278,236,57,27,30,385,220,165,129,58,71,154,130,24,140,122,18,2,2,0,5,4,1,7,6,1,126,110,16,14,8,6,0,0,0,0,0,0,0,0,0,14,8,6,13,8,5,0,0,0,0,0,0,0,0,0,13,8,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,360,148,212,,,,,
09,136,DISTRICT,Rampur,Total,81,358,207,151,40,23,17,252,158,94,106,49,57,132,111,21,120,102,18,15,11,4,23,14,9,0,0,0,82,77,5,12,9,3,1,1,0,4,4,0,0,0,0,7,4,3,8,6,2,1,1,0,4,4,0,0,0,0,3,1,2,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,226,96,130,,,,,
09,136,DISTRICT,Rampur,Rural,29,122,66,56,15,7,8,49,37,12,73,29,44,52,37,15,45,31,14,15,11,4,22,13,9,0,0,0,8,7,1,7,6,1,1,1,0,4,4,0,0,0,0,2,1,1,5,5,0,1,1,0,4,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,70,29,41,,,,,
09,136,DISTRICT,Rampur,Urban,52,236,141,95,25,16,9,203,121,82,33,20,13,80,74,6,75,71,4,0,0,0,1,1,0,0,0,0,74,70,4,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,156,67,89,,,,,
09,137,DISTRICT,Jyotiba Phule Nagar,Total,33,164,89,75,32,21,11,30,19,11,134,70,64,59,49,10,44,38,6,2,1,1,0,0,0,0,0,0,42,37,5,15,11,4,0,0,0,2,1,1,4,2,2,9,8,1,7,6,1,0,0,0,0,0,0,3,2,1,4,4,0,8,5,3,0,0,0,2,1,1,1,0,1,5,4,1,105,40,65,,,,,
09,137,DISTRICT,Jyotiba Phule Nagar,Rural,6,31,15,16,9,7,2,8,4,4,23,11,12,13,7,6,9,5,4,2,1,1,0,0,0,0,0,0,7,4,3,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,18,8,10,,,,,
